Neighborhood,Date,Connections,Key
 Hyde Park,12/02/2015,471,3917
 Hyde Park,12/04/2015,511,3918
 Roslindale,11/22/2015,294,3919
 Parks,11/28/2015,441,3920
 Downtown Boston,12/05/2015,1124,3921
 City Hall Truck,11/25/2015,0,3922
 City Hall Truck,11/30/2015,0,3923
 City Hall Truck,12/10/2015,0,3924
 Charlestown,11/25/2015,36,3925
 Roslindale,12/02/2015,571,3926
 Dorchester,11/24/2015,451,3927
 Roxbury,12/09/2015,3206,3928
 Hyde Park,12/07/2015,403,3929
 Downtown Boston,11/23/2015,600,3930
 Hyde Park,12/08/2015,414,3931
 Downtown Boston,11/25/2015,599,3932
 City Hall Truck,12/07/2015,0,3933
 Parks,12/01/2015,572,3934
 Dorchester,11/25/2015,446,3935
 Roxbury,12/05/2015,3023,3936
 Roxbury,11/28/2015,2831,3937
 Roslindale,12/01/2015,406,3938
 Roslindale,11/27/2015,413,3939
 Parks,12/08/2015,591,3940
 Parks,11/23/2015,517,3941
 Parks,11/22/2015,425,3942
 Roxbury,12/10/2015,2776,3943
 Roxbury,12/02/2015,3269,3944
 City Hall Truck,12/01/2015,0,3945
 Dorchester,12/06/2015,248,3946
 Hyde Park,12/03/2015,489,3947
 City Hall Truck,11/26/2015,0,3948
 Roslindale,11/23/2015,533,3949
 Parks,11/27/2015,653,3950
 Roslindale,11/25/2015,539,3951
 South Boston,12/10/2015,245,3952
 East Boston,12/08/2015,151,3953
 Charlestown,12/04/2015,33,3954
 Roslindale,11/30/2015,569,3955
 South Boston,12/08/2015,218,3956
 Parks,11/26/2015,471,3957
 Roxbury,11/26/2015,2678,3958
 East Boston,11/26/2015,94,3959
 Roslindale,12/06/2015,338,3960
 Dorchester,12/02/2015,428,3961
 South Boston,11/28/2015,162,3962
 Downtown Boston,12/06/2015,728,3963
 Downtown Boston,11/22/2015,597,3964
 South Boston,12/09/2015,254,3965
 East Boston,11/28/2015,132,3966
 South Boston,11/25/2015,233,3967
 Roslindale,11/29/2015,322,3968
 Roslindale,12/08/2015,565,3969
 Downtown Boston,12/02/2015,651,3970
 Roxbury,11/24/2015,3058,3971
 Roslindale,11/24/2015,530,3972
 Downtown Boston,12/03/2015,734,3973
 Charlestown,11/30/2015,26,3974
 Charlestown,11/22/2015,19,3975
 East Boston,11/25/2015,164,3976
 Roslindale,12/10/2015,573,3977
 Charlestown,12/06/2015,12,3978
 East Boston,12/06/2015,138,3979
 East Boston,11/24/2015,150,3980
 East Boston,12/10/2015,156,3981
 City Hall Truck,11/24/2015,27,3982
 Charlestown,11/24/2015,47,3983
 Charlestown,12/03/2015,36,3984
 South Boston,12/02/2015,203,3985
 Parks,12/06/2015,716,3986
 Charlestown,11/28/2015,12,3987
 Downtown Boston,11/24/2015,537,3988
 East Boston,12/05/2015,148,3989
 South Boston,12/01/2015,222,3990
 Dorchester,11/27/2015,384,3991
 City Hall Truck,12/03/2015,0,3992
 Hyde Park,11/30/2015,575,3993
 East Boston,11/23/2015,166,3994
 Dorchester,11/30/2015,454,3995
 Dorchester,12/03/2015,451,3996
 Charlestown,12/10/2015,42,3997
 Dorchester,11/23/2015,438,3998
 City Hall Truck,12/08/2015,0,3999
 City Hall Truck,11/22/2015,0,4000
 Charlestown,12/02/2015,37,4001
 Charlestown,12/08/2015,33,4002
 City Hall Truck,12/09/2015,0,4003
 East Boston,11/29/2015,101,4004
 Hyde Park,11/24/2015,524,4005
 Parks,12/07/2015,609,4006
 Roxbury,11/25/2015,2976,4007
 City Hall Truck,12/05/2015,0,4008
 City Hall Truck,11/23/2015,0,4009
 Hyde Park,12/10/2015,443,4010
 Charlestown,11/27/2015,16,4011
 Hyde Park,12/05/2015,372,4012
 South Boston,12/07/2015,251,4013
 Dorchester,11/29/2015,300,4014
 Parks,11/30/2015,572,4015
 Roslindale,12/04/2015,589,4016
 Roslindale,12/09/2015,552,4017
 Hyde Park,11/27/2015,513,4018
 Roxbury,12/07/2015,3402,4019
 Charlestown,12/01/2015,25,4020
 Hyde Park,11/22/2015,465,4021
 Roxbury,11/29/2015,2531,4022
 Downtown Boston,12/08/2015,662,4023
 Parks,11/24/2015,616,4024
 Dorchester,12/07/2015,422,4025
 Roslindale,12/11/2015,668,4026
 Parks,12/11/2015,1003,4027
 Hyde Park,12/11/2015,456,4028
 Roslindale,12/13/2015,315,4029
 Parks,12/13/2015,776,4030
 South Boston,12/11/2015,275,4031
 Roxbury,12/11/2015,3067,4032
 South Boston,12/13/2015,210,4033
 City Hall Truck,12/11/2015,0,4034
 City Hall Truck,12/13/2015,0,4035
 Parks,12/12/2015,993,4036
 Dorchester,12/12/2015,404,4037
 Roxbury,12/12/2015,2663,4038
 Roslindale,12/12/2015,449,4039
 City Hall Truck,12/12/2015,0,4040
 East Boston,12/12/2015,142,4041
 Charlestown,12/12/2015,16,4042
 Hyde Park,12/12/2015,445,4043
 East Boston,12/11/2015,190,4044
 Downtown Boston,12/12/2015,1023,4045
 Downtown Boston,12/11/2015,850,4046
 Dorchester,12/13/2015,336,4047
 Roxbury,12/13/2015,2556,4048
 Dorchester,12/11/2015,502,4049
 South Boston,12/12/2015,236,4050
 Hyde Park,12/13/2015,436,4051
 Charlestown,12/13/2015,16,4052
 Charlestown,12/11/2015,26,4053
 Downtown Boston,12/13/2015,759,4054
 East Boston,12/13/2015,126,4055
 Hyde Park,12/14/2015,475,4056
 South Boston,12/14/2015,229,4057
 Dorchester,12/14/2015,481,4058
 Downtown Boston,12/14/2015,703,4059
 Charlestown,12/14/2015,35,4060
 Roslindale,12/14/2015,609,4061
 Roxbury,12/14/2015,3010,4062
 City Hall Truck,12/14/2015,0,4063
 Parks,12/14/2015,619,4064
 East Boston,12/14/2015,185,4065
 Downtown Boston,12/15/2015,751,4066
 Charlestown,12/15/2015,29,4067
 Roslindale,12/15/2015,608,4068
 Parks,12/15/2015,704,4069
 East Boston,12/15/2015,151,4070
 South Boston,12/15/2015,264,4071
 Roxbury,12/15/2015,2884,4072
 City Hall Truck,12/15/2015,0,4073
 Dorchester,12/15/2015,518,4074
 Hyde Park,12/15/2015,484,4075
 Dorchester,12/16/2015,468,4076
 Charlestown,12/16/2015,42,4077
 City Hall Truck,12/16/2015,0,4078
 Roslindale,12/16/2015,580,4079
 Hyde Park,12/16/2015,533,4080
 South Boston,12/16/2015,239,4081
 East Boston,12/16/2015,129,4082
 Downtown Boston,12/16/2015,772,4083
 Roxbury,12/16/2015,2997,4084
 Parks,12/16/2015,615,4085
 Roxbury,12/17/2015,3103,4086
 Charlestown,12/17/2015,25,4087
 East Boston,12/17/2015,151,4088
 Dorchester,12/17/2015,381,4089
 Parks,12/17/2015,577,4090
 Roslindale,12/17/2015,542,4091
 Downtown Boston,12/17/2015,539,4092
 South Boston,12/17/2015,254,4093
 Hyde Park,12/17/2015,526,4094
 City Hall Truck,12/17/2015,0,4095
 Dorchester,12/19/2015,342,4096
 Dorchester,12/20/2015,303,4097
 East Boston,12/18/2015,154,4098
 Roxbury,12/19/2015,1628,4099
 Roslindale,12/20/2015,322,4100
 Roslindale,12/19/2015,426,4101
 East Boston,12/20/2015,92,4102
 Roslindale,12/18/2015,643,4103
 Downtown Boston,12/19/2015,636,4104
 South Boston,12/18/2015,263,4105
 Downtown Boston,12/20/2015,639,4106
 City Hall Truck,12/20/2015,0,4107
 Charlestown,12/19/2015,12,4108
 Charlestown,12/20/2015,11,4109
 Hyde Park,12/19/2015,417,4110
 East Boston,12/19/2015,129,4111
 Parks,12/19/2015,638,4112
 Roxbury,12/20/2015,1516,4113
 South Boston,12/20/2015,173,4114
 Hyde Park,12/18/2015,556,4115
 City Hall Truck,12/18/2015,0,4116
 Parks,12/20/2015,572,4117
 Charlestown,12/18/2015,32,4118
 Hyde Park,12/20/2015,391,4119
 Downtown Boston,12/18/2015,651,4120
 Roxbury,12/18/2015,3279,4121
 City Hall Truck,12/19/2015,0,4122
 Parks,12/18/2015,654,4123
 South Boston,12/19/2015,209,4124
 Dorchester,12/18/2015,422,4125
 Roxbury,12/21/2015,1917,4126
 Hyde Park,12/21/2015,434,4127
 City Hall Truck,12/21/2015,0,4128
 Roslindale,12/21/2015,565,4129
 Dorchester,12/21/2015,372,4130
 South Boston,12/22/2015,181,4131
 Parks,12/21/2015,699,4132
 City Hall Truck,12/22/2015,0,4133
 Roxbury,12/22/2015,2193,4134
 Roslindale,12/22/2015,593,4135
 Downtown Boston,12/22/2015,772,4136
 East Boston,12/21/2015,144,4137
 Hyde Park,12/22/2015,468,4138
 Downtown Boston,12/21/2015,750,4139
 Charlestown,12/22/2015,37,4140
 East Boston,12/22/2015,147,4141
 Charlestown,12/21/2015,23,4142
 South Boston,12/21/2015,210,4143
 Parks,12/22/2015,551,4144
 Dorchester,12/22/2015,321,4145
 Charlestown,12/23/2015,28,4146
 Roxbury,12/23/2015,2237,4147
 Dorchester,12/23/2015,355,4148
 Parks,12/23/2015,665,4149
 East Boston,12/23/2015,156,4150
 Roslindale,12/23/2015,552,4151
 City Hall Truck,12/23/2015,0,4152
 Hyde Park,12/23/2015,493,4153
 South Boston,12/23/2015,199,4154
 Hyde Park,05/02/2014,0,4155
 Allston Brighton,11/10/2014,131,4156
 South Boston,08/14/2015,540,4157
 Hyde Park,08/30/2014,3,4158
 Hyde Park,10/05/2014,55,4159
 South Boston,12/25/2015,151,4160
 Hyde Park,05/04/2014,0,4161
 South Boston,11/05/2014,131,4162
 Hyde Park,12/26/2015,456,4163
 Allston Brighton,04/28/2014,0,4164
 South Boston,12/23/2014,64,4165
 Hyde Park,05/26/2014,17,4166
 South Boston,06/20/2015,319,4167
 Allston Brighton,08/06/2014,108,4168
 Hyde Park,08/26/2014,0,4169
 Hyde Park,06/28/2014,49,4170
 Allston Brighton,08/04/2015,195,4171
 Allston Brighton,01/03/2015,83,4172
 South Boston,07/22/2014,232,4173
 Allston Brighton,08/09/2015,132,4174
 South Boston,06/11/2014,185,4175
 Allston Brighton,07/22/2015,147,4176
 Hyde Park,08/22/2014,8,4177
 Allston Brighton,11/16/2014,98,4178
 South Boston,06/01/2014,208,4179
 Hyde Park,08/05/2015,414,4180
 Allston Brighton,12/23/2014,105,4181
 Allston Brighton,06/17/2014,62,4182
 Allston Brighton,10/29/2014,130,4183
 Hyde Park,11/01/2014,75,4184
 South Boston,10/03/2014,196,4185
 Allston Brighton,08/12/2015,150,4186
 Hyde Park,08/17/2015,597,4187
 Allston Brighton,05/07/2014,66,4188
 Hyde Park,06/26/2014,43,4189
 South Boston,02/10/2015,61,4190
 South Boston,02/19/2015,86,4191
 Hyde Park,12/02/2014,100,4192
 Hyde Park,07/05/2014,49,4193
 South Boston,07/25/2014,220,4194
 Hyde Park,09/04/2014,5,4195
 Hyde Park,08/28/2014,11,4196
 Allston Brighton,10/03/2014,142,4197
 Hyde Park,01/14/2015,95,4198
 Hyde Park,06/25/2014,61,4199
 South Boston,01/21/2015,113,4200
 Hyde Park,11/26/2014,83,4201
 Allston Brighton,10/26/2014,80,4202
 South Boston,09/13/2014,106,4203
 Allston Brighton,05/26/2014,69,4204
 Allston Brighton,01/09/2015,124,4205
 Allston Brighton,12/06/2014,124,4206
 Hyde Park,10/19/2014,70,4207
 Allston Brighton,02/09/2015,51,4208
 Hyde Park,08/11/2014,9,4209
 Hyde Park,07/06/2014,44,4210
 Allston Brighton,02/24/2015,130,4211
 Hyde Park,06/01/2014,32,4212
 South Boston,05/19/2014,106,4213
 Hyde Park,02/18/2015,77,4214
 South Boston,11/02/2014,86,4215
 Allston Brighton,05/13/2014,73,4216
 Allston Brighton,06/03/2014,96,4217
 Hyde Park,08/10/2015,478,4218
 South Boston,11/16/2014,62,4219
 South Boston,01/06/2015,72,4220
 Hyde Park,01/31/2015,103,4221
 Allston Brighton,12/19/2014,130,4222
 Allston Brighton,06/11/2014,104,4223
 Hyde Park,08/19/2014,6,4224
 South Boston,05/08/2014,91,4225
 Allston Brighton,05/19/2015,139,4226
 South Boston,05/03/2014,56,4227
 Allston Brighton,07/09/2014,108,4228
 Allston Brighton,07/03/2014,93,4229
 Allston Brighton,02/02/2015,38,4230
 South Boston,10/29/2014,154,4231
 Allston Brighton,11/22/2014,123,4232
 South Boston,12/24/2015,188,4233
 South Boston,12/14/2014,66,4234
 Allston Brighton,08/15/2015,133,4235
 Allston Brighton,08/25/2014,75,4236
 South Boston,11/18/2014,82,4237
 Roslindale,12/27/2015,279,4238
 Allston Brighton,10/19/2014,110,4239
 Hyde Park,06/12/2014,46,4240
 Hyde Park,06/19/2014,54,4241
 South Boston,12/19/2014,53,4242
 South Boston,07/18/2014,255,4243
 Hyde Park,02/23/2015,99,4244
 South Boston,05/23/2014,106,4245
 South Boston,10/06/2014,193,4246
 Allston Brighton,07/01/2014,101,4247
 Hyde Park,05/22/2014,39,4248
 Allston Brighton,09/09/2014,145,4249
 Hyde Park,05/17/2014,23,4250
 Allston Brighton,08/11/2014,120,4251
 Allston Brighton,09/24/2015,183,4252
 Allston Brighton,12/02/2015,177,4253
 Hyde Park,08/02/2014,71,4254
 Allston Brighton,04/29/2014,0,4255
 Allston Brighton,11/20/2015,208,4256
 Allston Brighton,11/29/2015,103,4257
 South Boston,11/14/2014,83,4258
 South Boston,10/15/2014,205,4259
 Allston Brighton,02/10/2015,86,4260
 South Boston,12/20/2014,46,4261
 Hyde Park,11/21/2014,90,4262
 Allston Brighton,11/12/2015,163,4263
 South Boston,12/27/2015,146,4264
 South Boston,05/22/2014,125,4265
 Hyde Park,12/01/2014,91,4266
 Downtown Boston,12/24/2015,772,4267
 Hyde Park,01/15/2015,90,4268
 Allston Brighton,10/10/2015,158,4269
 Allston Brighton,11/08/2015,120,4270
 South Boston,01/28/2015,91,4271
 Hyde Park,07/04/2014,23,4272
 Hyde Park,11/27/2014,48,4273
 South Boston,05/18/2014,145,4274
 Hyde Park,05/21/2014,42,4275
 South Boston,05/28/2014,108,4276
 Hyde Park,08/10/2014,8,4277
 Allston Brighton,10/30/2015,223,4278
 Allston Brighton,07/06/2014,82,4279
 South Boston,01/30/2015,130,4280
 Allston Brighton,08/21/2015,194,4281
 Hyde Park,06/02/2014,40,4282
 Allston Brighton,10/31/2014,172,4283
 Allston Brighton,06/01/2014,86,4284
 Hyde Park,06/13/2014,42,4285
 Hyde Park,05/13/2014,23,4286
 Allston Brighton,07/01/2015,153,4287
 Allston Brighton,10/31/2015,209,4288
 Allston Brighton,08/29/2014,144,4289
 Hyde Park,08/14/2014,13,4290
 Allston Brighton,10/01/2015,177,4291
 Allston Brighton,09/19/2015,154,4292
 Allston Brighton,08/07/2014,128,4293
 Hyde Park,07/02/2015,404,4294
 Allston Brighton,07/29/2014,130,4295
 Charlestown,12/26/2015,11,4296
 Allston Brighton,07/22/2014,107,4297
 Hyde Park,06/06/2015,265,4298
 Allston Brighton,12/25/2015,32,4299
 Allston Brighton,06/08/2014,69,4300
 Allston Brighton,12/27/2015,53,4301
 Allston Brighton,10/09/2014,169,4302
 Allston Brighton,12/12/2015,67,4303
 Hyde Park,08/03/2015,375,4304
 Allston Brighton,08/07/2015,199,4305
 Allston Brighton,10/16/2014,135,4306
 Allston Brighton,09/20/2015,146,4307
 South Boston,09/26/2014,245,4308
 South Boston,02/06/2015,73,4309
 South Boston,08/12/2014,196,4310
 Allston Brighton,09/04/2015,162,4311
 Hyde Park,04/29/2015,413,4312
 Allston Brighton,07/04/2014,72,4313
 Allston Brighton,08/12/2014,106,4314
 Allston Brighton,06/16/2015,147,4315
 South Boston,12/26/2015,166,4316
 South Boston,11/30/2014,78,4317
 Allston Brighton,07/02/2014,92,4318
 Allston Brighton,01/13/2015,111,4319
 South Boston,08/24/2014,156,4320
 South Boston,11/19/2014,70,4321
 Hyde Park,11/02/2014,60,4322
 South Boston,06/03/2014,241,4323
 Hyde Park,06/15/2014,31,4324
 South Boston,09/25/2014,215,4325
 Allston Brighton,10/19/2015,156,4326
 Allston Brighton,02/14/2015,110,4327
 Allston Brighton,09/15/2015,175,4328
 Hyde Park,07/18/2014,72,4329
 Hyde Park,07/09/2014,58,4330
 Hyde Park,05/30/2014,42,4331
 Allston Brighton,07/26/2014,91,4332
 Allston Brighton,05/19/2014,77,4333
 Hyde Park,07/11/2014,58,4334
 South Boston,05/14/2014,119,4335
 Allston Brighton,06/21/2014,97,4336
 Allston Brighton,09/04/2014,114,4337
 Allston Brighton,11/19/2015,183,4338
 Hyde Park,03/23/2015,476,4339
 Allston Brighton,07/17/2014,128,4340
 South Boston,10/10/2014,185,4341
 Hyde Park,11/25/2014,91,4342
 Hyde Park,09/03/2014,4,4343
 Allston Brighton,10/27/2014,143,4344
 Allston Brighton,07/27/2014,96,4345
 Hyde Park,07/28/2014,7,4346
 Hyde Park,07/15/2014,64,4347
 Hyde Park,05/24/2014,28,4348
 Allston Brighton,01/08/2015,74,4349
 Allston Brighton,08/03/2014,94,4350
 Hyde Park,06/09/2014,63,4351
 Charlestown,12/27/2015,4,4352
 Hyde Park,08/15/2014,16,4353
 Hyde Park,09/14/2014,4,4354
 Allston Brighton,10/02/2014,115,4355
 Allston Brighton,09/01/2015,197,4356
 Allston Brighton,01/27/2015,25,4357
 Hyde Park,07/27/2014,44,4358
 Allston Brighton,05/24/2014,60,4359
 South Boston,02/25/2015,109,4360
 Hyde Park,08/09/2015,400,4361
 South Boston,09/11/2014,124,4362
 Hyde Park,08/16/2014,6,4363
 Hyde Park,01/03/2015,93,4364
 Hyde Park,09/01/2014,3,4365
 Hyde Park,01/19/2015,72,4366
 South Boston,08/25/2015,433,4367
 Downtown Boston,12/25/2015,485,4368
 Allston Brighton,12/07/2014,101,4369
 South Boston,11/04/2014,162,4370
 Allston Brighton,05/01/2014,68,4371
 Allston Brighton,12/14/2015,61,4372
 South Boston,05/10/2014,109,4373
 Hyde Park,10/04/2014,86,4374
 Hyde Park,08/23/2015,600,4375
 Hyde Park,06/25/2015,334,4376
 South Boston,12/10/2014,50,4377
 Allston Brighton,05/18/2014,63,4378
 Hyde Park,02/13/2015,104,4379
 South Boston,01/17/2015,96,4380
 Allston Brighton,09/26/2014,169,4381
 Hyde Park,07/24/2014,75,4382
 South Boston,02/14/2015,86,4383
 Hyde Park,10/08/2014,49,4384
 Hyde Park,08/04/2014,84,4385
 Hyde Park,01/17/2015,89,4386
 Allston Brighton,08/30/2015,157,4387
 Allston Brighton,06/25/2014,95,4388
 Hyde Park,02/28/2015,101,4389
 Hyde Park,12/27/2015,463,4390
 Hyde Park,08/16/2015,530,4391
 Allston Brighton,08/14/2015,162,4392
 Hyde Park,12/22/2014,84,4393
 Allston Brighton,08/01/2014,132,4394
 Allston Brighton,01/07/2015,115,4395
 Parks,12/26/2015,1031,4396
 Allston Brighton,05/29/2014,83,4397
 Hyde Park,07/01/2014,55,4398
 Allston Brighton,01/19/2015,104,4399
 Hyde Park,05/08/2015,492,4400
 Allston Brighton,03/24/2015,119,4401
 Hyde Park,02/19/2015,85,4402
 Hyde Park,05/23/2014,36,4403
 Hyde Park,08/24/2015,649,4404
 Allston Brighton,12/21/2014,94,4405
 Allston Brighton,07/12/2014,113,4406
 Hyde Park,11/11/2014,63,4407
 Allston Brighton,05/15/2014,82,4408
 South Boston,02/27/2015,114,4409
 South Boston,09/18/2014,125,4410
 Allston Brighton,09/07/2015,135,4411
 South Boston,08/27/2014,150,4412
 South Boston,11/28/2014,50,4413
 South Boston,05/30/2014,154,4414
 Allston Brighton,09/22/2015,159,4415
 South Boston,06/15/2014,293,4416
 Hyde Park,10/24/2014,90,4417
 Allston Brighton,09/10/2014,143,4418
 Allston Brighton,10/20/2014,131,4419
 South Boston,07/15/2014,157,4420
 South Boston,05/25/2014,131,4421
 Hyde Park,08/29/2014,4,4422
 Allston Brighton,12/15/2014,154,4423
 Allston Brighton,10/08/2015,167,4424
 South Boston,08/09/2015,409,4425
 South Boston,01/05/2015,80,4426
 Allston Brighton,07/18/2014,123,4427
 Allston Brighton,09/08/2015,180,4428
 Hyde Park,10/27/2014,86,4429
 Allston Brighton,11/06/2015,228,4430
 Allston Brighton,06/22/2014,89,4431
 Hyde Park,10/12/2014,78,4432
 Charlestown,12/24/2015,14,4433
 Hyde Park,05/01/2014,0,4434
 Allston Brighton,07/10/2014,101,4435
 Allston Brighton,10/03/2015,175,4436
 Hyde Park,09/15/2014,28,4437
 Allston Brighton,05/31/2014,76,4438
 Allston Brighton,08/16/2014,109,4439
 Allston Brighton,06/24/2014,97,4440
 Allston Brighton,07/08/2014,111,4441
 Hyde Park,01/29/2015,74,4442
 Hyde Park,09/17/2014,35,4443
 South Boston,07/05/2014,203,4444
 Allston Brighton,12/26/2015,48,4445
 Allston Brighton,11/06/2014,119,4446
 Hyde Park,02/26/2015,89,4447
 South Boston,09/28/2014,369,4448
 Hyde Park,08/08/2015,445,4449
 Hyde Park,01/05/2015,105,4450
 South Boston,07/08/2014,201,4451
 Allston Brighton,06/13/2014,96,4452
 South Boston,08/02/2015,620,4453
 Allston Brighton,10/12/2015,154,4454
 South Boston,01/19/2015,77,4455
 Allston Brighton,09/24/2014,140,4456
 South Boston,04/30/2014,54,4457
 Allston Brighton,07/24/2014,123,4458
 Hyde Park,11/03/2014,94,4459
 Hyde Park,06/11/2014,58,4460
 South Boston,08/20/2015,439,4461
 Allston Brighton,08/04/2014,115,4462
 Hyde Park,01/28/2015,54,4463
 East Boston,12/24/2015,132,4464
 South Boston,09/03/2014,115,4465
 Allston Brighton,10/04/2014,115,4466
 Allston Brighton,10/17/2014,173,4467
 South Boston,07/14/2014,136,4468
 Hyde Park,05/09/2014,31,4469
 Allston Brighton,09/03/2014,125,4470
 Allston Brighton,02/25/2015,125,4471
 Allston Brighton,02/07/2015,126,4472
 South Boston,01/02/2015,60,4473
 Allston Brighton,08/08/2015,145,4474
 South Boston,06/06/2014,166,4475
 Hyde Park,12/28/2014,68,4476
 South Boston,05/17/2014,115,4477
 Allston Brighton,12/29/2014,85,4478
 Allston Brighton,02/23/2015,122,4479
 Hyde Park,12/29/2014,74,4480
 South Boston,08/29/2014,112,4481
 Allston Brighton,06/27/2014,115,4482
 Hyde Park,06/15/2015,273,4483
 Allston Brighton,11/15/2015,136,4484
 South Boston,02/09/2015,48,4485
 South Boston,10/24/2014,135,4486
 South Boston,08/07/2015,488,4487
 South Boston,05/06/2014,68,4488
 Allston Brighton,03/28/2015,97,4489
 Hyde Park,05/07/2014,29,4490
 South Boston,09/20/2014,91,4491
 South Boston,01/20/2015,128,4492
 Allston Brighton,01/30/2015,160,4493
 Hyde Park,12/16/2014,88,4494
 South Boston,07/14/2015,471,4495
 Hyde Park,06/29/2014,42,4496
 Allston Brighton,07/28/2014,97,4497
 Hyde Park,05/20/2014,31,4498
 Allston Brighton,12/10/2015,77,4499
 South Boston,05/21/2014,131,4500
 Allston Brighton,11/27/2015,114,4501
 Hyde Park,07/29/2014,10,4502
 Hyde Park,04/02/2015,521,4503
 South Boston,12/28/2014,68,4504
 Allston Brighton,11/07/2015,149,4505
 Hyde Park,02/11/2015,89,4506
 Hyde Park,11/14/2014,91,4507
 Allston Brighton,08/26/2015,179,4508
 South Boston,12/25/2014,41,4509
 Allston Brighton,08/05/2014,111,4510
 Hyde Park,11/15/2014,83,4511
 South Boston,01/11/2015,54,4512
 South Boston,06/18/2014,258,4513
 Allston Brighton,02/27/2015,154,4514
 South Boston,06/29/2015,322,4515
 South Boston,07/30/2014,196,4516
 Allston Brighton,12/06/2015,60,4517
 Allston Brighton,09/14/2015,179,4518
 South Boston,06/07/2014,273,4519
 Allston Brighton,12/24/2014,73,4520
 South Boston,08/31/2014,114,4521
 Allston Brighton,10/06/2015,151,4522
 Allston Brighton,12/22/2014,120,4523
 Allston Brighton,12/18/2014,142,4524
 South Boston,05/17/2015,344,4525
 Hyde Park,11/16/2014,63,4526
 Allston Brighton,02/26/2015,127,4527
 Allston Brighton,02/05/2015,153,4528
 Allston Brighton,12/05/2014,172,4529
 Allston Brighton,06/12/2014,104,4530
 Allston Brighton,08/21/2014,103,4531
 Allston Brighton,01/18/2015,103,4532
 Allston Brighton,08/11/2015,149,4533
 South Boston,08/22/2015,380,4534
 South Boston,01/18/2015,67,4535
 South Boston,06/23/2014,226,4536
 Allston Brighton,12/22/2015,59,4537
 Hyde Park,06/07/2014,35,4538
 South Boston,06/02/2014,229,4539
 Allston Brighton,02/03/2015,115,4540
 South Boston,07/09/2014,205,4541
 Allston Brighton,11/23/2014,95,4542
 South Boston,01/13/2015,110,4543
 Hyde Park,07/31/2014,9,4544
 Allston Brighton,08/03/2015,153,4545
 Allston Brighton,05/05/2015,139,4546
 Allston Brighton,05/29/2015,167,4547
 Allston Brighton,12/18/2015,77,4548
 Hyde Park,09/27/2014,94,4549
 Allston Brighton,12/07/2015,53,4550
 Allston Brighton,07/13/2014,66,4551
 Allston Brighton,06/05/2015,170,4552
 South Boston,08/27/2015,456,4553
 South Boston,07/16/2014,123,4554
 South Boston,02/20/2015,107,4555
 Allston Brighton,07/23/2014,113,4556
 Allston Brighton,12/31/2014,98,4557
 South Boston,10/21/2014,144,4558
 Hyde Park,07/14/2014,68,4559
 South Boston,01/25/2015,99,4560
 Hyde Park,02/17/2015,78,4561
 Allston Brighton,05/16/2014,81,4562
 Hyde Park,11/22/2014,67,4563
 Allston Brighton,01/14/2015,128,4564
 Hyde Park,11/20/2014,87,4565
 Allston Brighton,12/08/2014,142,4566
 Roslindale,12/26/2015,361,4567
 Allston Brighton,08/18/2014,118,4568
 Hyde Park,09/12/2014,8,4569
 Hyde Park,10/09/2014,82,4570
 South Boston,11/08/2014,130,4571
 Allston Brighton,09/14/2014,106,4572
 Hyde Park,12/09/2014,84,4573
 Hyde Park,06/19/2015,329,4574
 Allston Brighton,09/10/2015,163,4575
 Allston Brighton,11/09/2014,114,4576
 Allston Brighton,08/28/2014,123,4577
 Hyde Park,02/05/2015,93,4578
 Allston Brighton,12/25/2014,49,4579
 Hyde Park,12/12/2014,117,4580
 Allston Brighton,08/13/2014,100,4581
 South Boston,12/22/2014,57,4582
 South Boston,01/03/2015,56,4583
 Hyde Park,12/15/2014,100,4584
 South Boston,12/08/2014,44,4585
 Hyde Park,09/09/2014,15,4586
 Hyde Park,02/01/2015,80,4587
 Hyde Park,02/07/2015,81,4588
 Allston Brighton,08/13/2015,166,4589
 Allston Brighton,11/14/2014,163,4590
 Hyde Park,01/10/2015,88,4591
 South Boston,11/12/2014,85,4592
 Hyde Park,05/14/2014,33,4593
 Allston Brighton,10/29/2015,176,4594
 Hyde Park,12/25/2014,52,4595
 Hyde Park,04/29/2014,0,4596
 Allston Brighton,11/03/2015,180,4597
 Allston Brighton,08/18/2015,163,4598
 South Boston,02/24/2015,115,4599
 South Boston,08/26/2014,51,4600
 Allston Brighton,10/22/2015,193,4601
 Allston Brighton,02/22/2015,93,4602
 Hyde Park,02/25/2015,97,4603
 South Boston,10/17/2014,206,4604
 South Boston,06/29/2014,305,4605
 Hyde Park,11/30/2014,53,4606
 Allston Brighton,12/20/2014,106,4607
 Allston Brighton,12/08/2015,67,4608
 Allston Brighton,01/28/2015,93,4609
 Hyde Park,08/17/2014,5,4610
 South Boston,08/03/2014,133,4611
 Hyde Park,06/05/2014,46,4612
 Allston Brighton,12/30/2014,90,4613
 Hyde Park,09/23/2014,44,4614
 Hyde Park,09/22/2014,9,4615
 Hyde Park,03/31/2015,495,4616
 Allston Brighton,07/07/2014,106,4617
 Allston Brighton,11/05/2014,132,4618
 Hyde Park,06/14/2014,40,4619
 South Boston,09/19/2014,100,4620
 South Boston,12/04/2014,46,4621
 Allston Brighton,08/15/2014,128,4622
 Allston Brighton,10/09/2015,169,4623
 South Boston,09/12/2014,155,4624
 Hyde Park,08/28/2015,727,4625
 Allston Brighton,12/13/2014,118,4626
 South Boston,09/23/2014,171,4627
