Neighborhood,Date,Connections,Key
 Roslindale,11/30/2014,271,1470
 Roslindale,01/25/2015,253,1471
 Roslindale,01/26/2015,413,1472
 Roslindale,01/27/2015,74,1473
 Roslindale,01/28/2015,237,1474
 Roslindale,01/29/2015,366,1475
 Roslindale,01/30/2015,444,1476
 Roslindale,01/31/2015,288,1477
 Roslindale,02/01/2015,236,1478
 Roxbury,01/19/2015,635,1479
 Roxbury,01/20/2015,977,1480
 Roxbury,01/21/2015,993,1481
 Roxbury,01/22/2015,1071,1482
 Roxbury,01/23/2015,1168,1483
 Roxbury,01/24/2015,623,1484
 Roxbury,01/25/2015,689,1485
 Roxbury,01/26/2015,1013,1486
 Roxbury,01/27/2015,298,1487
 Roxbury,01/28/2015,581,1488
 Roxbury,01/29/2015,861,1489
 Roxbury,01/30/2015,1100,1490
 Roxbury,01/31/2015,816,1491
 Roxbury,02/01/2015,788,1492
 Charlestown,02/02/2015,0,1493
 Charlestown,02/03/2015,0,1494
 Charlestown,02/04/2015,0,1495
 Charlestown,02/05/2015,0,1496
 Charlestown,02/06/2015,0,1497
 Charlestown,02/07/2015,0,1498
 Charlestown,02/08/2015,0,1499
 City Hall Truck,02/02/2015,0,1500
 City Hall Truck,02/03/2015,0,1501
 City Hall Truck,02/04/2015,0,1502
 City Hall Truck,02/05/2015,0,1503
 City Hall Truck,02/06/2015,0,1504
 City Hall Truck,02/07/2015,0,1505
 City Hall Truck,02/08/2015,0,1506
 Dorchester,02/02/2015,161,1507
 Dorchester,02/03/2015,283,1508
 Dorchester,02/04/2015,383,1509
 Dorchester,02/05/2015,380,1510
 Dorchester,02/06/2015,369,1511
 Dorchester,02/07/2015,307,1512
 Dorchester,02/08/2015,232,1513
 Downtown Boston,02/02/2015,99,1514
 Downtown Boston,02/03/2015,247,1515
 Downtown Boston,02/04/2015,344,1516
 Downtown Boston,02/05/2015,229,1517
 Downtown Boston,02/06/2015,313,1518
 Downtown Boston,02/07/2015,255,1519
 Downtown Boston,02/08/2015,132,1520
 East Boston,02/02/2015,86,1521
 East Boston,02/03/2015,126,1522
 East Boston,02/04/2015,117,1523
 East Boston,02/05/2015,132,1524
 East Boston,02/06/2015,135,1525
 East Boston,02/07/2015,120,1526
 East Boston,02/08/2015,85,1527
 Parks,02/02/2015,136,1528
 Parks,02/03/2015,288,1529
 Parks,02/04/2015,430,1530
 Parks,02/05/2015,302,1531
 Parks,02/06/2015,359,1532
 Parks,02/07/2015,344,1533
 Parks,02/08/2015,188,1534
 Roslindale,02/02/2015,187,1535
 Roslindale,02/03/2015,299,1536
 Roslindale,02/04/2015,420,1537
 Roslindale,02/05/2015,459,1538
 Roslindale,02/06/2015,474,1539
 Roslindale,02/07/2015,293,1540
 Roslindale,02/08/2015,173,1541
 Roxbury,02/02/2015,440,1542
 Roxbury,02/03/2015,723,1543
 Roxbury,02/04/2015,985,1544
 Roxbury,02/05/2015,1001,1545
 Roxbury,02/06/2015,948,1546
 Roxbury,02/07/2015,716,1547
 Roxbury,02/08/2015,575,1548
 Charlestown,02/09/2015,0,1549
 Charlestown,02/10/2015,0,1550
 Charlestown,02/11/2015,0,1551
 Charlestown,02/12/2015,0,1552
 Charlestown,02/13/2015,0,1553
 Charlestown,02/14/2015,0,1554
 Charlestown,02/15/2015,0,1555
 City Hall Truck,02/09/2015,0,1556
 City Hall Truck,02/10/2015,0,1557
 City Hall Truck,02/11/2015,0,1558
 City Hall Truck,02/12/2015,0,1559
 City Hall Truck,02/13/2015,0,1560
 City Hall Truck,02/14/2015,0,1561
 City Hall Truck,02/15/2015,0,1562
 Dorchester,02/09/2015,177,1563
 Dorchester,02/10/2015,244,1564
 Dorchester,02/11/2015,302,1565
 Dorchester,02/12/2015,267,1566
 Dorchester,02/13/2015,340,1567
 Dorchester,02/14/2015,229,1568
 Dorchester,02/15/2015,92,1569
 Downtown Boston,02/09/2015,67,1570
 Downtown Boston,02/10/2015,117,1571
 Downtown Boston,02/11/2015,259,1572
 Downtown Boston,02/12/2015,270,1573
 Downtown Boston,02/13/2015,263,1574
 Downtown Boston,02/14/2015,190,1575
 Downtown Boston,02/15/2015,41,1576
 East Boston,02/09/2015,66,1577
 East Boston,02/10/2015,85,1578
 East Boston,02/11/2015,138,1579
 East Boston,02/12/2015,126,1580
 East Boston,02/13/2015,139,1581
 East Boston,02/14/2015,106,1582
 East Boston,02/15/2015,46,1583
 Parks,02/09/2015,117,1584
 Parks,02/10/2015,241,1585
 Parks,02/11/2015,346,1586
 Parks,02/12/2015,323,1587
 Parks,02/13/2015,330,1588
 Parks,02/14/2015,263,1589
 Parks,02/15/2015,87,1590
 Roslindale,02/09/2015,150,1591
 Roslindale,02/10/2015,228,1592
 Roslindale,02/11/2015,433,1593
 Roslindale,02/12/2015,411,1594
 Roslindale,02/13/2015,435,1595
 Roslindale,02/14/2015,298,1596
 Roslindale,02/15/2015,100,1597
 Roxbury,02/09/2015,446,1598
 Roxbury,02/10/2015,636,1599
 Roxbury,02/11/2015,1036,1600
 Roxbury,02/12/2015,1061,1601
 Roxbury,02/13/2015,1056,1602
 Roxbury,02/14/2015,741,1603
 Roxbury,02/15/2015,316,1604
 Charlestown,02/16/2015,0,1605
 Charlestown,02/17/2015,0,1606
 Charlestown,02/18/2015,0,1607
 Charlestown,02/19/2015,0,1608
 Charlestown,02/20/2015,0,1609
 Charlestown,02/21/2015,0,1610
 Charlestown,02/22/2015,0,1611
 City Hall Truck,02/16/2015,0,1612
 City Hall Truck,02/17/2015,0,1613
 City Hall Truck,02/18/2015,0,1614
 City Hall Truck,02/19/2015,0,1615
 City Hall Truck,02/20/2015,0,1616
 City Hall Truck,02/21/2015,0,1617
 City Hall Truck,02/22/2015,0,1618
 Dorchester,02/16/2015,169,1619
 Dorchester,02/17/2015,222,1620
 Dorchester,02/18/2015,234,1621
 Charlestown,03/12/2015,0,1622
 East Boston,05/06/2015,145,1623
 East Boston,05/07/2015,159,1624
 Parks,05/08/2015,943,1625
 Roslindale,05/04/2015,428,1626
 Roslindale,05/06/2015,471,1627
 Roslindale,05/07/2015,488,1628
 Roxbury,05/04/2015,1742,1629
 Roxbury,05/06/2015,1728,1630
 Charlestown,05/15/2015,34,1631
 City Hall Truck,05/10/2015,0,1632
 City Hall Truck,05/11/2015,0,1633
 Downtown Boston,05/18/2015,942,1634
 Downtown Boston,05/19/2015,950,1635
 East Boston,05/17/2015,119,1636
 East Boston,05/20/2015,140,1637
 Roslindale,05/19/2015,451,1638
 Roxbury,05/18/2015,1737,1639
 Charlestown,05/17/2015,22,1640
 Charlestown,05/18/2015,40,1641
 Charlestown,05/19/2015,27,1642
 Charlestown,05/20/2015,36,1643
 Charlestown,05/21/2015,36,1644
 City Hall Truck,05/18/2015,0,1645
 City Hall Truck,05/19/2015,12,1646
 City Hall Truck,05/20/2015,27,1647
 City Hall Truck,05/21/2015,21,1648
 City Hall Truck,05/22/2015,31,1649
 City Hall Truck,05/23/2015,17,1650
 Downtown Boston,05/26/2015,1173,1651
 East Boston,05/28/2015,119,1652
 Roslindale,05/26/2015,459,1653
 Roslindale,05/29/2015,498,1654
 Roslindale,05/30/2015,357,1655
 Charlestown,05/24/2015,17,1656
 Charlestown,05/26/2015,37,1657
 Charlestown,05/28/2015,30,1658
 Charlestown,05/29/2015,42,1659
 City Hall Truck,05/25/2015,0,1660
 City Hall Truck,05/26/2015,0,1661
 City Hall Truck,05/27/2015,10,1662
 City Hall Truck,05/28/2015,13,1663
 City Hall Truck,05/29/2015,19,1664
 City Hall Truck,05/30/2015,10,1665
 Downtown Boston,06/01/2015,604,1666
 East Boston,06/05/2015,155,1667
 Parks,06/01/2015,953,1668
 Roslindale,05/31/2015,215,1669
 Roslindale,06/01/2015,404,1670
 Roslindale,06/02/2015,404,1671
 Roslindale,06/03/2015,465,1672
 Roslindale,06/04/2015,446,1673
 Charlestown,05/31/2015,19,1674
 Charlestown,06/01/2015,31,1675
 Charlestown,06/02/2015,39,1676
 Charlestown,06/03/2015,30,1677
 Charlestown,06/04/2015,36,1678
 Charlestown,06/05/2015,27,1679
 City Hall Truck,06/01/2015,0,1680
 City Hall Truck,06/02/2015,0,1681
 City Hall Truck,06/03/2015,11,1682
 City Hall Truck,06/04/2015,30,1683
 City Hall Truck,06/05/2015,8,1684
 City Hall Truck,06/06/2015,16,1685
 Charlestown,06/07/2015,20,1686
 Charlestown,06/08/2015,29,1687
 Charlestown,06/10/2015,24,1688
 Charlestown,06/13/2015,19,1689
 City Hall Truck,06/08/2015,0,1690
 City Hall Truck,06/09/2015,0,1691
 City Hall Truck,06/10/2015,0,1692
 City Hall Truck,06/11/2015,52,1693
 City Hall Truck,06/12/2015,37,1694
 City Hall Truck,06/13/2015,37,1695
 Dorchester,06/08/2015,319,1696
 Downtown Boston,06/08/2015,1175,1697
 East Boston,06/10/2015,166,1698
 Roslindale,06/08/2015,465,1699
 Roslindale,06/09/2015,453,1700
 Roslindale,06/11/2015,499,1701
 Roxbury,06/10/2015,1974,1702
 East Boston,06/18/2015,142,1703
 East Boston,06/19/2015,145,1704
 Roslindale,06/15/2015,440,1705
 Roxbury,06/18/2015,2328,1706
 Charlestown,06/17/2015,24,1707
 Charlestown,06/18/2015,21,1708
 Charlestown,06/19/2015,29,1709
 Charlestown,06/20/2015,7,1710
 City Hall Truck,06/15/2015,0,1711
 City Hall Truck,06/16/2015,16,1712
 City Hall Truck,06/17/2015,19,1713
 City Hall Truck,06/18/2015,12,1714
 City Hall Truck,06/19/2015,14,1715
 City Hall Truck,06/20/2015,53,1716
 Charlestown,06/21/2015,7,1717
 Charlestown,06/22/2015,29,1718
 Charlestown,06/27/2015,12,1719
 City Hall Truck,06/22/2015,0,1720
 City Hall Truck,06/23/2015,14,1721
 City Hall Truck,06/24/2015,38,1722
 City Hall Truck,06/25/2015,25,1723
 City Hall Truck,06/26/2015,20,1724
 City Hall Truck,06/27/2015,44,1725
 East Boston,06/23/2015,148,1726
 East Boston,06/24/2015,168,1727
 Roslindale,06/24/2015,504,1728
 Roslindale,06/25/2015,489,1729
 Roslindale,06/27/2015,392,1730
 Charlestown,06/30/2015,26,1731
 Charlestown,07/01/2015,20,1732
 Charlestown,07/02/2015,30,1733
 Charlestown,07/03/2015,16,1734
 Charlestown,07/04/2015,14,1735
 City Hall Truck,06/29/2015,0,1736
 City Hall Truck,06/30/2015,26,1737
 City Hall Truck,07/01/2015,33,1738
 City Hall Truck,07/02/2015,20,1739
 City Hall Truck,07/04/2015,0,1740
 City Hall Truck,07/05/2015,0,1741
 Dorchester,06/30/2015,260,1742
 Downtown Boston,07/03/2015,1648,1743
 East Boston,06/29/2015,146,1744
 East Boston,07/01/2015,150,1745
 East Boston,07/02/2015,151,1746
 East Boston,07/03/2015,146,1747
 East Boston,07/04/2015,130,1748
 Roslindale,06/29/2015,448,1749
 Roslindale,07/03/2015,386,1750
 Roxbury,06/30/2015,2450,1751
 Charlestown,04/28/2014,0,1752
 Charlestown,04/29/2014,0,1753
 Charlestown,04/30/2014,18,1754
 Charlestown,05/01/2014,22,1755
 Charlestown,05/02/2014,29,1756
 Charlestown,05/03/2014,16,1757
 Charlestown,05/04/2014,17,1758
 Charlestown,05/05/2014,27,1759
 Charlestown,05/06/2014,13,1760
 Charlestown,05/07/2014,22,1761
 Charlestown,05/08/2014,26,1762
 Charlestown,05/09/2014,28,1763
 Dorchester,06/25/2014,46,1764
 Dorchester,06/26/2014,42,1765
 Dorchester,06/27/2014,68,1766
 Dorchester,06/28/2014,50,1767
 Dorchester,06/29/2014,37,1768
 Dorchester,06/30/2014,48,1769
 Dorchester,07/01/2014,53,1770
 Dorchester,07/02/2014,236,1771
 Dorchester,07/03/2014,329,1772
 Dorchester,07/04/2014,182,1773
 Dorchester,07/05/2014,264,1774
 Dorchester,07/06/2014,250,1775
 Dorchester,07/07/2014,309,1776
 Dorchester,07/08/2014,303,1777
 Dorchester,07/09/2014,334,1778
 Dorchester,07/10/2014,321,1779
 Dorchester,07/11/2014,371,1780
 Dorchester,07/12/2014,329,1781
 Dorchester,07/13/2014,256,1782
 Dorchester,07/14/2014,279,1783
 Dorchester,07/15/2014,333,1784
 Dorchester,07/16/2014,294,1785
 Dorchester,07/17/2014,352,1786
 Dorchester,07/18/2014,389,1787
 Dorchester,07/19/2014,340,1788
 Dorchester,07/20/2014,277,1789
 Dorchester,07/21/2014,355,1790
 Dorchester,07/22/2014,361,1791
 Dorchester,07/23/2014,357,1792
 Dorchester,07/24/2014,334,1793
 Dorchester,07/25/2014,374,1794
 Dorchester,07/26/2014,312,1795
 Dorchester,07/27/2014,252,1796
 Dorchester,07/28/2014,317,1797
 Dorchester,07/29/2014,331,1798
 Dorchester,07/30/2014,350,1799
 Dorchester,07/31/2014,317,1800
 Dorchester,08/01/2014,396,1801
 Dorchester,08/02/2014,379,1802
 Dorchester,08/03/2014,387,1803
 Dorchester,08/04/2014,424,1804
 Dorchester,08/05/2014,485,1805
 Dorchester,08/06/2014,492,1806
 Dorchester,08/07/2014,473,1807
 Dorchester,08/08/2014,512,1808
 Dorchester,08/09/2014,494,1809
 Dorchester,08/10/2014,310,1810
 Dorchester,08/11/2014,362,1811
 Dorchester,08/12/2014,469,1812
 Dorchester,08/13/2014,408,1813
 Dorchester,08/14/2014,461,1814
 Dorchester,08/15/2014,490,1815
 Dorchester,08/16/2014,499,1816
 Dorchester,08/17/2014,391,1817
 Dorchester,08/18/2014,426,1818
 Dorchester,08/19/2014,348,1819
 Dorchester,08/20/2014,412,1820
 Dorchester,08/21/2014,393,1821
 Dorchester,08/22/2014,435,1822
 Dorchester,08/23/2014,434,1823
 Dorchester,08/24/2014,310,1824
 Dorchester,08/25/2014,283,1825
 Dorchester,08/26/2014,154,1826
 Dorchester,08/27/2014,348,1827
 Dorchester,08/28/2014,375,1828
 Dorchester,08/29/2014,494,1829
 Dorchester,08/30/2014,381,1830
 Dorchester,08/31/2014,357,1831
 Dorchester,09/01/2014,360,1832
 Dorchester,09/02/2014,429,1833
 Dorchester,09/03/2014,448,1834
 Dorchester,09/04/2014,459,1835
 Dorchester,09/05/2014,468,1836
 Dorchester,09/06/2014,367,1837
 Dorchester,09/07/2014,338,1838
 Dorchester,09/08/2014,446,1839
 Dorchester,09/09/2014,483,1840
 Dorchester,09/10/2014,457,1841
 Dorchester,09/11/2014,471,1842
 Dorchester,09/12/2014,537,1843
 Dorchester,09/13/2014,369,1844
 Dorchester,09/14/2014,338,1845
 Dorchester,09/15/2014,484,1846
 Dorchester,09/16/2014,471,1847
 Dorchester,09/17/2014,484,1848
 Dorchester,09/18/2014,485,1849
 Dorchester,09/19/2014,515,1850
 Dorchester,09/20/2014,400,1851
 Dorchester,09/21/2014,313,1852
 Dorchester,09/22/2014,473,1853
 Dorchester,09/23/2014,494,1854
 Dorchester,09/24/2014,473,1855
 Dorchester,09/25/2014,435,1856
 Dorchester,09/26/2014,546,1857
 Dorchester,09/27/2014,451,1858
 Dorchester,09/28/2014,424,1859
 Dorchester,09/29/2014,525,1860
 Dorchester,09/30/2014,497,1861
 Dorchester,10/01/2014,509,1862
 Dorchester,10/02/2014,521,1863
 Dorchester,10/03/2014,579,1864
 Dorchester,10/04/2014,398,1865
 Dorchester,10/05/2014,372,1866
 Dorchester,10/06/2014,478,1867
 Dorchester,10/07/2014,504,1868
 Dorchester,10/08/2014,373,1869
 Dorchester,10/09/2014,611,1870
 Dorchester,10/10/2014,600,1871
 Dorchester,10/11/2014,420,1872
 Dorchester,10/12/2014,409,1873
 Dorchester,10/13/2014,393,1874
 Dorchester,10/14/2014,576,1875
 Dorchester,10/15/2014,542,1876
 Dorchester,10/16/2014,515,1877
 Dorchester,10/17/2014,640,1878
 Dorchester,10/18/2014,476,1879
 Dorchester,10/19/2014,418,1880
 Dorchester,10/20/2014,500,1881
 Dorchester,10/21/2014,520,1882
 Dorchester,10/22/2014,483,1883
 Dorchester,10/23/2014,492,1884
 Dorchester,10/24/2014,576,1885
 Dorchester,10/25/2014,506,1886
 Dorchester,10/26/2014,411,1887
 East Boston,04/28/2014,0,1888
 East Boston,04/29/2014,0,1889
 East Boston,04/30/2014,0,1890
 East Boston,05/01/2014,0,1891
 East Boston,05/02/2014,0,1892
 East Boston,05/03/2014,0,1893
 East Boston,05/04/2014,0,1894
 East Boston,05/05/2014,0,1895
 East Boston,05/06/2014,0,1896
 East Boston,05/07/2014,0,1897
 East Boston,05/08/2014,0,1898
 East Boston,05/09/2014,0,1899
 East Boston,05/10/2014,0,1900
 East Boston,05/11/2014,0,1901
 East Boston,05/12/2014,0,1902
 East Boston,05/13/2014,0,1903
 East Boston,05/14/2014,0,1904
 East Boston,05/15/2014,0,1905
 East Boston,05/16/2014,0,1906
 East Boston,05/17/2014,0,1907
 East Boston,05/18/2014,0,1908
 East Boston,05/19/2014,0,1909
 East Boston,05/20/2014,0,1910
 East Boston,05/21/2014,0,1911
 East Boston,05/22/2014,0,1912
 East Boston,05/23/2014,0,1913
 East Boston,05/24/2014,0,1914
 East Boston,05/25/2014,0,1915
 East Boston,05/26/2014,0,1916
 East Boston,05/27/2014,0,1917
 East Boston,05/28/2014,0,1918
 East Boston,05/29/2014,0,1919
 East Boston,05/30/2014,0,1920
 East Boston,05/31/2014,0,1921
 East Boston,06/01/2014,0,1922
 East Boston,06/02/2014,0,1923
 East Boston,06/03/2014,0,1924
 East Boston,06/04/2014,0,1925
 East Boston,06/05/2014,0,1926
 East Boston,06/06/2014,0,1927
 East Boston,06/07/2014,0,1928
 East Boston,06/08/2014,0,1929
 East Boston,06/09/2014,0,1930
 East Boston,06/10/2014,0,1931
 East Boston,06/11/2014,0,1932
 East Boston,06/12/2014,0,1933
 East Boston,06/13/2014,0,1934
 East Boston,06/14/2014,0,1935
 East Boston,06/15/2014,0,1936
 East Boston,06/16/2014,0,1937
 East Boston,06/17/2014,0,1938
 East Boston,06/18/2014,0,1939
 East Boston,06/19/2014,0,1940
 East Boston,06/20/2014,0,1941
 East Boston,06/21/2014,0,1942
 East Boston,06/22/2014,0,1943
 East Boston,06/23/2014,0,1944
 East Boston,06/24/2014,0,1945
 East Boston,06/25/2014,0,1946
 East Boston,06/26/2014,0,1947
 East Boston,06/27/2014,0,1948
 East Boston,06/28/2014,0,1949
 East Boston,06/29/2014,0,1950
 East Boston,06/30/2014,0,1951
 East Boston,07/01/2014,0,1952
 East Boston,07/02/2014,0,1953
 East Boston,07/03/2014,0,1954
 East Boston,07/04/2014,0,1955
 East Boston,07/05/2014,0,1956
 East Boston,07/06/2014,0,1957
 East Boston,07/07/2014,0,1958
 East Boston,07/08/2014,0,1959
 East Boston,07/09/2014,0,1960
 East Boston,07/10/2014,0,1961
 East Boston,07/11/2014,0,1962
 East Boston,07/12/2014,0,1963
 East Boston,07/13/2014,0,1964
 East Boston,07/14/2014,0,1965
 East Boston,07/15/2014,0,1966
 East Boston,07/16/2014,0,1967
 East Boston,07/17/2014,0,1968
 East Boston,07/18/2014,0,1969
 East Boston,07/19/2014,0,1970
 East Boston,07/20/2014,0,1971
 East Boston,07/21/2014,0,1972
 East Boston,07/22/2014,0,1973
 East Boston,07/23/2014,0,1974
 East Boston,07/24/2014,0,1975
 East Boston,07/25/2014,0,1976
 East Boston,07/26/2014,0,1977
 East Boston,07/27/2014,0,1978
 East Boston,07/28/2014,0,1979
 East Boston,07/29/2014,0,1980
 East Boston,07/30/2014,0,1981
 Charlestown,10/27/2014,67,1982
 Charlestown,10/28/2014,52,1983
 Charlestown,10/29/2014,56,1984
 Charlestown,10/30/2014,46,1985
 Charlestown,10/31/2014,52,1986
 Charlestown,11/01/2014,16,1987
 Charlestown,11/02/2014,10,1988
 City Hall Truck,10/27/2014,0,1989
 City Hall Truck,10/28/2014,21,1990
 City Hall Truck,10/29/2014,26,1991
 City Hall Truck,10/30/2014,17,1992
 City Hall Truck,10/31/2014,33,1993
 City Hall Truck,11/01/2014,14,1994
 City Hall Truck,11/02/2014,0,1995
 Dorchester,10/27/2014,503,1996
 Dorchester,10/28/2014,550,1997
 Dorchester,10/29/2014,550,1998
 Dorchester,10/30/2014,580,1999
 Dorchester,10/31/2014,679,2000
 Dorchester,11/01/2014,411,2001
 Dorchester,11/02/2014,330,2002
 Downtown Boston,10/27/2014,393,2003
 Downtown Boston,10/28/2014,525,2004
 Downtown Boston,10/29/2014,686,2005
 Downtown Boston,10/30/2014,498,2006
 Downtown Boston,10/31/2014,531,2007
 Downtown Boston,11/01/2014,276,2008
 Downtown Boston,11/02/2014,235,2009
 East Boston,10/27/2014,173,2010
 East Boston,10/28/2014,163,2011
 East Boston,10/29/2014,149,2012
 East Boston,10/30/2014,162,2013
 Charlestown,12/01/2014,31,2014
 Charlestown,12/02/2014,33,2015
 Charlestown,12/03/2014,28,2016
 Charlestown,12/04/2014,34,2017
 Charlestown,12/05/2014,32,2018
 Charlestown,12/06/2014,16,2019
 Charlestown,12/07/2014,11,2020
 Dorchester,12/01/2014,620,2021
 Dorchester,12/02/2014,612,2022
 Dorchester,12/03/2014,638,2023
 Dorchester,12/04/2014,627,2024
 Dorchester,12/05/2014,678,2025
 Dorchester,12/06/2014,515,2026
 Dorchester,12/07/2014,435,2027
 Downtown Boston,12/01/2014,323,2028
 Downtown Boston,12/02/2014,276,2029
 Downtown Boston,12/03/2014,303,2030
 Downtown Boston,12/04/2014,368,2031
 Downtown Boston,12/05/2014,397,2032
 Downtown Boston,12/06/2014,272,2033
 Downtown Boston,12/07/2014,208,2034
 East Boston,12/01/2014,161,2035
 East Boston,12/02/2014,163,2036
 East Boston,12/03/2014,151,2037
 East Boston,12/04/2014,175,2038
 East Boston,12/05/2014,146,2039
 East Boston,12/06/2014,129,2040
 East Boston,12/07/2014,122,2041
 Parks,12/01/2014,468,2042
 Parks,12/02/2014,443,2043
 Parks,12/03/2014,386,2044
 Parks,12/04/2014,653,2045
 Parks,12/05/2014,559,2046
 Parks,12/06/2014,354,2047
 Parks,12/07/2014,389,2048
 Roslindale,12/01/2014,460,2049
 Roslindale,12/02/2014,397,2050
 Roslindale,12/03/2014,438,2051
 Roslindale,12/04/2014,430,2052
 Roslindale,12/05/2014,468,2053
 Roslindale,12/06/2014,305,2054
 Roslindale,12/07/2014,271,2055
 Roxbury,12/01/2014,1145,2056
 Roxbury,12/02/2014,1138,2057
 Roxbury,12/03/2014,1121,2058
 Roxbury,12/04/2014,1124,2059
 Roxbury,12/05/2014,1247,2060
 Roxbury,12/06/2014,879,2061
 Roxbury,12/07/2014,724,2062
 Charlestown,12/08/2014,25,2063
 Charlestown,12/09/2014,25,2064
 Charlestown,12/10/2014,28,2065
 Charlestown,12/11/2014,30,2066
 Charlestown,12/12/2014,19,2067
 Charlestown,12/13/2014,22,2068
 Charlestown,12/14/2014,8,2069
 Dorchester,12/08/2014,581,2070
 Dorchester,12/09/2014,544,2071
 Dorchester,12/10/2014,480,2072
 Dorchester,12/11/2014,430,2073
 Dorchester,12/12/2014,497,2074
 Dorchester,12/13/2014,424,2075
 Dorchester,12/14/2014,343,2076
 Downtown Boston,12/08/2014,241,2077
 Downtown Boston,12/09/2014,195,2078
 Downtown Boston,12/10/2014,262,2079
 Downtown Boston,12/11/2014,315,2080
 Downtown Boston,12/12/2014,361,2081
 Downtown Boston,12/13/2014,352,2082
 Downtown Boston,12/14/2014,280,2083
 East Boston,12/08/2014,139,2084
 East Boston,12/09/2014,122,2085
 East Boston,12/10/2014,166,2086
 East Boston,12/11/2014,151,2087
 East Boston,12/12/2014,171,2088
 East Boston,12/13/2014,159,2089
 East Boston,12/14/2014,161,2090
 Parks,12/08/2014,391,2091
 Parks,12/09/2014,323,2092
 Parks,12/10/2014,374,2093
 Parks,12/11/2014,478,2094
 Parks,12/12/2014,490,2095
 Parks,12/13/2014,571,2096
 Parks,12/14/2014,440,2097
 Roslindale,12/08/2014,409,2098
 Roslindale,12/09/2014,403,2099
 Roslindale,12/10/2014,431,2100
 Roslindale,12/11/2014,440,2101
 Roslindale,12/12/2014,478,2102
 Roslindale,12/13/2014,367,2103
 Roslindale,12/14/2014,298,2104
 Roxbury,12/08/2014,1048,2105
 Roxbury,12/09/2014,958,2106
 Roxbury,12/10/2014,1083,2107
 Roxbury,12/11/2014,1076,2108
 Roxbury,12/12/2014,1184,2109
 Roxbury,12/13/2014,893,2110
 Roxbury,12/14/2014,837,2111
 Charlestown,12/15/2014,22,2112
 Charlestown,12/16/2014,28,2113
 Charlestown,12/17/2014,26,2114
 Charlestown,12/18/2014,30,2115
 Charlestown,12/19/2014,30,2116
 Charlestown,12/20/2014,15,2117
 Charlestown,12/21/2014,8,2118
 City Hall Truck,12/15/2014,0,2119
 City Hall Truck,12/16/2014,0,2120
 City Hall Truck,12/17/2014,0,2121
 City Hall Truck,12/18/2014,0,2122
 City Hall Truck,12/19/2014,0,2123
 City Hall Truck,12/20/2014,0,2124
 City Hall Truck,12/21/2014,0,2125
 Dorchester,12/15/2014,555,2126
 Dorchester,12/16/2014,567,2127
 Dorchester,12/17/2014,498,2128
 Dorchester,12/18/2014,621,2129
 Dorchester,12/19/2014,560,2130
 Dorchester,12/20/2014,407,2131
 Dorchester,12/21/2014,391,2132
 Downtown Boston,12/15/2014,324,2133
 Downtown Boston,12/16/2014,306,2134
 Downtown Boston,12/17/2014,299,2135
 Downtown Boston,12/18/2014,309,2136
 Downtown Boston,12/19/2014,377,2137
 Downtown Boston,12/20/2014,312,2138
 Downtown Boston,12/21/2014,204,2139
 East Boston,12/15/2014,158,2140
 East Boston,12/16/2014,162,2141
 East Boston,12/17/2014,150,2142
 East Boston,12/18/2014,142,2143
 East Boston,12/19/2014,164,2144
 East Boston,12/20/2014,141,2145
 East Boston,12/21/2014,104,2146
 Parks,12/15/2014,460,2147
 Parks,12/16/2014,465,2148
 Parks,12/17/2014,443,2149
 Parks,12/18/2014,414,2150
 Parks,12/19/2014,488,2151
 Parks,12/20/2014,476,2152
 Parks,12/21/2014,183,2153
 Roslindale,12/15/2014,441,2154
 Roslindale,12/16/2014,412,2155
 Roslindale,12/17/2014,425,2156
 Roslindale,12/18/2014,411,2157
 Roslindale,12/19/2014,476,2158
 Roslindale,12/20/2014,349,2159
 Roslindale,12/21/2014,247,2160
 Roxbury,12/15/2014,1126,2161
 Roxbury,12/16/2014,1138,2162
 Roxbury,12/17/2014,1091,2163
 Roxbury,12/18/2014,1073,2164
 Roxbury,12/19/2014,1171,2165
 Roxbury,12/20/2014,900,2166
 Roxbury,12/21/2014,757,2167
 Dorchester,02/19/2015,229,2168
 Dorchester,02/20/2015,236,2169
 Dorchester,02/21/2015,198,2170
 Dorchester,02/22/2015,197,2171
 Parks,02/16/2015,174,2172
 Parks,02/17/2015,254,2173
 Parks,02/18/2015,298,2174
 Parks,02/19/2015,312,2175
 Parks,02/20/2015,269,2176
 Parks,02/21/2015,321,2177
 Parks,02/22/2015,265,2178
 Roslindale,02/16/2015,223,2179
 Roslindale,02/17/2015,336,2180
 Roslindale,02/18/2015,386,2181
 Roslindale,02/19/2015,347,2182
 Roslindale,02/20/2015,366,2183
 Roslindale,02/21/2015,334,2184
 Roslindale,02/22/2015,220,2185
 Roxbury,02/16/2015,591,2186
 Roxbury,02/17/2015,730,2187
 Roxbury,02/18/2015,719,2188
 Roxbury,02/19/2015,724,2189
 Roxbury,02/20/2015,798,2190
 Roxbury,02/21/2015,642,2191
 Roxbury,02/22/2015,616,2192
 Downtown Boston,02/16/2015,114,2193
 Downtown Boston,02/17/2015,222,2194
 Downtown Boston,02/18/2015,267,2195
 Downtown Boston,02/19/2015,225,2196
 Downtown Boston,02/20/2015,245,2197
 Downtown Boston,02/21/2015,170,2198
 Downtown Boston,02/22/2015,158,2199
 East Boston,02/16/2015,78,2200
 East Boston,02/17/2015,126,2201
